Timestamp,Device,Event Type,CPU Usage (%),Memory Usage (%),Throughput (Mbps),Error Rate (%)
2024-04-23 19:00:00,Router_Model_X,Security Alert,40.98012879684846,75.81,620.79,4.187534115944431
2024-04-23 20:00:00,Router_Model_X,Packet Drop,100.0,19.33,509.39,4.445450659427423
2024-04-23 21:00:00,Router_Model_X,Memory Leak,57.487377449721286,47.05,980.16,6.845068809036563
2024-04-23 22:00:00,Router_Model_X,Security Alert,75.21963719456977,55.95,841.97,2.119625950871159
2024-04-23 23:00:00,Router_Model_X,Packet Drop,56.25793057751976,36.76,757.54,4.988258051130318
2024-04-24 00:00:00,Router_Model_X,High CPU Usage,77.07631432542802,37.41,224.66,4.552504445157149
2024-04-24 01:00:00,Router_Model_X,Normal,50.36,75.53,554.76,0.07
2024-04-24 02:00:00,Router_Model_X,Packet Drop,61.52828592606353,18.26,302.33,5.633167847349087
2024-04-24 03:00:00,Router_Model_X,Normal,32.97,20.34,555.2,3.98
2024-04-24 04:00:00,Router_Model_X,Normal,60.98,37.38,510.91,2.72
2024-04-24 05:00:00,Router_Model_X,High CPU Usage,100.0,58.03,396.2,3.5835856940348396
2024-04-24 06:00:00,Router_Model_X,Normal,83.23,60.72,764.15,1.57
2024-04-24 07:00:00,Router_Model_X,Normal,17.32,76.21,643.94,1.79
2024-04-24 08:00:00,Router_Model_X,Packet Drop,73.96211946939492,38.24,973.92,4.5536670113663344
2024-04-24 09:00:00,Router_Model_X,Normal,15.94,61.94,436.81,1.42
2024-04-24 10:00:00,Router_Model_X,Normal,71.03,51.1,595.4,3.43
2024-04-24 11:00:00,Router_Model_X,Security Alert,74.03177497644197,59.31,157.95,6.027865495934218
2024-04-24 12:00:00,Router_Model_X,Security Alert,67.89782222975865,45.35,351.8,4.025449840879387
2024-04-24 13:00:00,Router_Model_X,Security Alert,47.09341605859984,79.59,922.4,3.2770938497206057
2024-04-24 14:00:00,Router_Model_X,Normal,12.88,77.87,794.31,3.44
2024-04-24 15:00:00,Router_Model_X,Security Alert,41.43745614493632,13.48,133.06,4.5521449733786
2024-04-24 16:00:00,Router_Model_X,Memory Leak,30.286969716173402,14.96,236.97,4.8561577900546755
2024-04-24 17:00:00,Router_Model_X,Memory Leak,71.02083937812192,36.29,492.8,5.516390371274811
2024-04-24 18:00:00,Router_Model_X,Packet Drop,72.65961266946017,36.98,876.37,7.125827839953481
2024-04-24 19:00:00,Router_Model_X,Memory Leak,76.73420258297143,12.51,669.74,2.3948518408886295
2024-04-24 20:00:00,Router_Model_X,Memory Leak,100.0,77.66,185.15,6.186933901241669
2024-04-24 21:00:00,Router_Model_X,Packet Drop,30.31427050472675,31.55,803.95,5.428290261779854
2024-04-24 22:00:00,Router_Model_X,Security Alert,65.92025463401302,69.72,525.28,3.2292137953584295
2024-04-24 23:00:00,Router_Model_X,Security Alert,31.594846085074785,45.61,513.92,5.915091982473346
2024-04-25 00:00:00,Router_Model_X,Packet Drop,89.32590270160145,75.96,181.4,3.8897135576446233
2024-04-25 01:00:00,Router_Model_X,Normal,51.26,53.01,287.55,3.8
2024-04-25 02:00:00,Router_Model_X,Packet Drop,66.05293982788794,64.56,890.92,4.042615896682739
2024-04-25 03:00:00,Router_Model_X,Packet Drop,99.07557456316323,52.68,865.2,5.356459753120882
2024-04-25 04:00:00,Router_Model_X,Normal,20.17,23.25,185.15,3.82
2024-04-25 05:00:00,Router_Model_X,Packet Drop,58.10662773717431,52.67,641.73,5.734137031811142
2024-04-25 06:00:00,Router_Model_X,Normal,18.73,32.99,632.29,2.5
2024-04-25 07:00:00,Router_Model_X,Memory Leak,44.673533597441825,24.36,468.33,2.9712475894229295
2024-04-25 08:00:00,Router_Model_X,Memory Leak,55.36351856035134,51.0,460.99,6.219940219976304
2024-04-25 09:00:00,Router_Model_X,Normal,72.66,35.25,129.19,1.71
2024-04-25 10:00:00,Router_Model_X,Security Alert,88.78750769518605,71.82,422.41,5.649246083386002
2024-04-25 11:00:00,Router_Model_X,Security Alert,50.80433523359285,12.05,914.4,7.025948727598709
2024-04-25 12:00:00,Router_Model_X,Packet Drop,64.39330571059618,42.47,555.41,7.54575569010983
2024-04-25 13:00:00,Router_Model_X,Normal,81.11,12.23,293.71,4.02
2024-04-25 14:00:00,Router_Model_X,Packet Drop,32.99118659791246,37.0,781.73,2.827309174940548
2024-04-25 15:00:00,Router_Model_X,Memory Leak,80.88697524559252,33.85,508.26,3.1264504176707373
2024-04-25 16:00:00,Router_Model_X,Security Alert,51.30729919151104,66.53,535.68,6.69805087285797
2024-04-25 17:00:00,Router_Model_X,Packet Drop,53.81184743214929,55.49,560.96,3.2734190387927935
2024-04-25 18:00:00,Router_Model_X,Memory Leak,44.052933948746904,25.94,613.05,4.04148340718272
2024-04-25 19:00:00,Router_Model_X,High CPU Usage,25.604487802963632,40.96,680.21,4.015560511758872
2024-04-25 20:00:00,Router_Model_X,Packet Drop,69.84784853784673,21.85,969.7,5.178846138790406
2024-04-25 21:00:00,Router_Model_X,Memory Leak,100.0,11.3,302.65,2.887368227302659
2024-04-25 22:00:00,Router_Model_X,Packet Drop,100.0,26.43,575.81,5.739186120106503
2024-04-25 23:00:00,Router_Model_X,Normal,68.12,58.04,823.54,2.88
2024-04-26 00:00:00,Router_Model_X,High CPU Usage,80.51430469454107,50.65,193.65,7.344518556573776
2024-04-26 01:00:00,Router_Model_X,Packet Drop,78.14768053464437,43.89,700.73,6.227450285864821
2024-04-26 02:00:00,Router_Model_X,Security Alert,100.0,67.07,888.46,6.828825317097335
2024-04-26 03:00:00,Router_Model_X,Packet Drop,64.7103753418859,60.53,528.98,6.503931960247293
2024-04-26 04:00:00,Router_Model_X,High CPU Usage,73.09518717173776,68.65,296.89,4.843171982398755
2024-04-26 05:00:00,Router_Model_X,Normal,41.4,77.31,630.99,2.62
2024-04-26 06:00:00,Router_Model_X,Normal,65.55,64.0,953.49,0.71
2024-04-26 07:00:00,Router_Model_X,Packet Drop,48.3775949186768,59.17,524.47,4.003905156199482
2024-04-26 08:00:00,Router_Model_X,Memory Leak,58.75002793774905,73.93,480.26,5.4759929276173445
2024-04-26 09:00:00,Router_Model_X,Normal,80.46,31.82,109.09,0.73
2024-04-26 10:00:00,Router_Model_X,Packet Drop,97.39181246974333,67.89,927.06,5.671580442424655
2024-04-26 11:00:00,Router_Model_X,Packet Drop,88.5557986202472,58.44,339.12,5.4813620692883696
2024-04-26 12:00:00,Router_Model_X,Packet Drop,80.64121050813998,33.45,387.0,4.717446291619849
2024-04-26 13:00:00,Router_Model_X,Memory Leak,100.0,31.33,156.03,4.8153042720566575
2024-04-26 14:00:00,Router_Model_X,Normal,14.25,32.27,691.31,2.03
2024-04-26 15:00:00,Router_Model_X,Memory Leak,61.29252771620668,56.08,596.66,4.820276217427261
2024-04-26 16:00:00,Router_Model_X,Security Alert,34.99586858350779,13.31,733.19,3.9780746218861456
2024-04-26 17:00:00,Router_Model_X,Memory Leak,47.57373425631852,23.94,606.55,4.221055627485059
2024-04-26 18:00:00,Router_Model_X,High CPU Usage,97.28526906954357,56.63,492.79,5.061857032358209
2024-04-26 19:00:00,Router_Model_X,High CPU Usage,31.791539843623912,65.72,272.31,4.060419904201716
2024-04-26 20:00:00,Router_Model_X,Packet Drop,61.47034416055185,76.11,134.89,2.5015177888874667
2024-04-26 21:00:00,Router_Model_X,Normal,74.87,75.31,884.44,2.4
2024-04-26 22:00:00,Router_Model_X,Memory Leak,96.5206795764935,56.1,808.22,1.1797854093371327
2024-04-26 23:00:00,Router_Model_X,Security Alert,85.24026017063905,38.82,505.05,2.550642049206996
2024-04-27 00:00:00,Router_Model_X,Packet Drop,73.14233893746238,34.38,875.86,6.770812284605807
2024-04-27 01:00:00,Router_Model_X,Security Alert,47.97311020015707,48.55,50.18,2.11324436499826
2024-04-27 02:00:00,Router_Model_X,Packet Drop,27.49442438818998,49.01,283.84,3.152776662733777
2024-04-27 03:00:00,Router_Model_X,Normal,86.96,52.6,915.14,1.93
2024-04-27 04:00:00,Router_Model_X,Normal,75.05,59.24,618.21,2.61
2024-04-27 05:00:00,Router_Model_X,Normal,34.36,25.7,168.81,3.11
2024-04-27 06:00:00,Router_Model_X,Memory Leak,100.0,18.66,259.41,6.4601831730548955
2024-04-27 07:00:00,Router_Model_X,Memory Leak,68.82713101143871,13.89,316.0,6.2033241850710805
2024-04-27 08:00:00,Router_Model_X,Normal,24.16,19.6,516.81,1.66
2024-04-27 09:00:00,Router_Model_X,Normal,42.21,69.83,908.41,4.74
2024-04-27 10:00:00,Router_Model_X,Memory Leak,99.50270560733254,21.37,888.2,4.160242345093982
2024-04-27 11:00:00,Router_Model_X,Memory Leak,40.72001806793759,66.39,444.91,3.5148451158010148
2024-04-27 12:00:00,Router_Model_X,High CPU Usage,89.56087201956646,77.88,434.73,2.0439904358599716
2024-04-27 13:00:00,Router_Model_X,Memory Leak,83.93178813502331,24.44,117.68,3.4115174397105994
2024-04-27 14:00:00,Router_Model_X,Normal,35.01,22.45,208.99,1.7
2024-04-27 15:00:00,Router_Model_X,Normal,19.14,52.3,350.04,1.48
2024-04-27 16:00:00,Router_Model_X,Memory Leak,68.2682273824751,17.3,387.98,3.7181344431957113
2024-04-27 17:00:00,Router_Model_X,High CPU Usage,100.0,12.06,853.54,3.4305571412537184
2024-04-27 18:00:00,Router_Model_X,Memory Leak,86.40209520025961,74.47,550.07,7.710092684127174
2024-04-27 19:00:00,Router_Model_X,Security Alert,90.03712622310121,77.1,208.44,3.479379320915602
2024-04-27 20:00:00,Router_Model_X,Security Alert,76.56237258097138,11.29,247.02,7.042505851533275
2024-04-27 21:00:00,Router_Model_X,Memory Leak,75.38642012791303,42.32,443.16,3.730147698271451
2024-04-27 22:00:00,Router_Model_X,Security Alert,47.59818856364601,60.39,774.07,4.094581112122296
2024-04-27 23:00:00,Router_Model_X,Normal,55.36,45.61,274.62,4.04
2024-04-28 00:00:00,Router_Model_X,High CPU Usage,26.8441036327432,53.15,602.6,2.7641957975608507
2024-04-28 01:00:00,Router_Model_X,Packet Drop,50.37282255822195,44.87,373.89,6.914250928197271
2024-04-28 02:00:00,Router_Model_X,Security Alert,100.0,60.19,999.57,6.050498692618872
2024-04-28 03:00:00,Router_Model_X,Normal,54.84,50.7,494.42,0.49
2024-04-28 04:00:00,Router_Model_X,Packet Drop,100.0,48.56,229.33,5.173216735382587
2024-04-28 05:00:00,Router_Model_X,Security Alert,99.52993139778572,46.55,198.92,2.5089004825508603
2024-04-28 06:00:00,Router_Model_X,High CPU Usage,100.0,19.92,293.84,1.5518160933762024
2024-04-28 07:00:00,Router_Model_X,Normal,35.98,15.83,686.73,4.12
2024-04-28 08:00:00,Router_Model_X,Security Alert,84.2574112043209,34.33,288.48,4.166791991825557
2024-04-28 09:00:00,Router_Model_X,Normal,41.53,39.05,797.0,3.95
2024-04-28 10:00:00,Router_Model_X,High CPU Usage,94.1937584914619,26.57,74.59,4.675280181997746
2024-04-28 11:00:00,Router_Model_X,High CPU Usage,91.67902253197302,53.91,928.03,5.265384429135396
2024-04-28 12:00:00,Router_Model_X,High CPU Usage,66.9642566614587,13.72,78.86,1.6225532346507432
2024-04-28 13:00:00,Router_Model_X,Normal,84.32,35.51,620.6,1.92
2024-04-28 14:00:00,Router_Model_X,Security Alert,72.10349775593664,79.06,152.72,6.425003504794519
2024-04-28 15:00:00,Router_Model_X,Normal,71.8,38.34,603.87,1.18
2024-04-28 16:00:00,Router_Model_X,Security Alert,99.90388130497806,78.37,398.01,6.789513738645587
2024-04-28 17:00:00,Router_Model_X,High CPU Usage,98.81991611674052,75.95,938.78,6.72864774125525
2024-04-28 18:00:00,Router_Model_X,Memory Leak,100.0,41.3,118.05,5.6767741969797285
2024-04-28 19:00:00,Router_Model_X,Packet Drop,100.0,76.87,561.24,4.223762770751479
2024-04-28 20:00:00,Router_Model_X,Security Alert,73.816688877654,22.1,512.07,6.941916008940135
2024-04-28 21:00:00,Router_Model_X,Normal,24.37,14.83,593.42,4.77
2024-04-28 22:00:00,Router_Model_X,Memory Leak,96.4336752602525,65.14,235.55,2.979692227401804
2024-04-28 23:00:00,Router_Model_X,High CPU Usage,78.40577846574497,15.74,329.83,6.6259451336920305
2024-04-29 00:00:00,Router_Model_X,Security Alert,53.2925446899924,71.62,977.05,2.1382319761195614
2024-04-29 01:00:00,Router_Model_X,Security Alert,38.503792172749655,45.99,609.02,4.857779767268811
2024-04-29 02:00:00,Router_Model_X,High CPU Usage,49.234260356916764,56.22,295.03,2.1936949125920457
2024-04-29 03:00:00,Router_Model_X,Packet Drop,100.0,50.6,78.43,6.1188375326522895
2024-04-29 04:00:00,Router_Model_X,High CPU Usage,98.10211263299192,20.96,135.67,2.592947881591486
2024-04-29 05:00:00,Router_Model_X,Normal,50.22,16.19,799.9,4.54
2024-04-29 06:00:00,Router_Model_X,Security Alert,33.77407696766404,69.92,944.02,2.2686160709185113
2024-04-29 07:00:00,Router_Model_X,Normal,88.8,21.54,115.16,3.9
2024-04-29 08:00:00,Router_Model_X,Security Alert,74.95333781271488,34.29,517.76,4.408305424865858
2024-04-29 09:00:00,Router_Model_X,Memory Leak,57.738187192793546,40.15,279.64,1.8426343733679937
2024-04-29 10:00:00,Router_Model_X,Memory Leak,74.44696583614648,45.31,982.42,4.523103807259981
2024-04-29 11:00:00,Router_Model_X,Normal,50.87,67.5,72.15,4.58
2024-04-29 12:00:00,Router_Model_X,Packet Drop,100.0,62.26,724.99,5.603793450308727
2024-04-29 13:00:00,Router_Model_X,Security Alert,45.336337976155065,47.17,671.16,2.333835996611325
2024-04-29 14:00:00,Router_Model_X,Security Alert,89.0521538386205,79.39,597.0,2.884466309321744
2024-04-29 15:00:00,Router_Model_X,High CPU Usage,48.1647830894032,53.53,737.98,4.507931249925671
2024-04-29 16:00:00,Router_Model_X,Normal,34.9,35.71,483.56,3.88
2024-04-29 17:00:00,Router_Model_X,Security Alert,84.70289214438542,55.77,566.01,5.948401092376153
2024-04-29 18:00:00,Router_Model_X,Packet Drop,47.93462271269384,20.92,166.5,6.307674360082135
2024-04-29 19:00:00,Router_Model_X,Packet Drop,93.17856531602456,16.71,481.59,5.140945726008075
2024-04-29 20:00:00,Router_Model_X,Normal,54.11,33.42,830.13,1.62
2024-04-29 21:00:00,Router_Model_X,Security Alert,100.0,25.06,682.81,3.619264637365055
2024-04-29 22:00:00,Router_Model_X,Security Alert,90.84532682622802,30.74,578.63,5.516962463751515
2024-04-29 23:00:00,Router_Model_X,Memory Leak,51.724149481626384,23.45,216.01,3.5396531727515606
2024-04-30 00:00:00,Router_Model_X,Normal,52.12,51.68,229.93,2.1
2024-04-30 01:00:00,Router_Model_X,Memory Leak,66.6764701373274,61.95,652.63,4.953716575026558
2024-04-30 02:00:00,Router_Model_X,High CPU Usage,100.0,18.61,749.33,5.17026007941032
2024-04-30 03:00:00,Router_Model_X,High CPU Usage,100.0,12.14,742.5,2.3295145366119536
2024-04-30 04:00:00,Router_Model_X,High CPU Usage,91.94131309004393,47.08,676.12,4.36149957368497
2024-04-30 05:00:00,Router_Model_X,Memory Leak,48.25907045194906,27.67,769.52,6.0602528634809705
2024-04-30 06:00:00,Router_Model_X,Memory Leak,100.0,61.25,259.77,3.5906149127439653
2024-04-30 07:00:00,Router_Model_X,Security Alert,83.63936737178125,21.52,62.44,4.542640361765592
2024-04-30 08:00:00,Router_Model_X,Packet Drop,70.65911915307504,58.88,346.13,4.852130632254302
2024-04-30 09:00:00,Router_Model_X,Memory Leak,97.25551270106865,40.41,955.3,4.4717294095179225
2024-04-30 10:00:00,Router_Model_X,Security Alert,47.65282595951643,14.8,934.22,6.412932194327782
2024-04-30 11:00:00,Router_Model_X,Packet Drop,33.324309804628285,51.6,269.82,4.887923839486699
2024-04-30 12:00:00,Router_Model_X,High CPU Usage,44.887539216562956,44.84,339.85,5.915090393205086
2024-04-30 13:00:00,Router_Model_X,Normal,44.28,23.89,675.27,3.6
2024-04-30 14:00:00,Router_Model_X,High CPU Usage,51.70999555948671,22.68,726.14,6.4305730738336795
2024-04-30 15:00:00,Router_Model_X,Memory Leak,90.30531912186758,27.35,783.08,5.500904071287652
2024-04-30 16:00:00,Router_Model_X,Packet Drop,30.699490262348185,71.27,902.56,5.9102152806686785
2024-04-30 17:00:00,Router_Model_X,Security Alert,99.07880090415432,25.75,852.42,7.672059528723733
2024-04-30 18:00:00,Router_Model_X,Normal,84.62,44.75,131.14,4.49
2024-04-30 19:00:00,Router_Model_X,Security Alert,40.943024768410446,57.21,297.17,2.879679132587826
2024-04-30 20:00:00,Router_Model_X,Security Alert,88.55055798775916,36.08,159.76,4.484466329270602
2024-04-30 21:00:00,Router_Model_X,Security Alert,99.6738070020652,22.0,766.84,6.88851567738541
2024-04-30 22:00:00,Router_Model_X,High CPU Usage,55.5173944376028,53.08,804.8,4.878488001354515
2024-04-30 23:00:00,Router_Model_X,Packet Drop,67.94731886234715,47.57,291.49,5.328192084124215
2024-05-01 00:00:00,Router_Model_X,High CPU Usage,38.25247843137567,24.02,805.65,2.953936076371641
2024-05-01 01:00:00,Router_Model_X,Security Alert,100.0,67.39,627.28,6.6393692086173886
2024-05-01 02:00:00,Router_Model_X,Normal,31.92,43.39,154.5,2.53
2024-05-01 03:00:00,Router_Model_X,Security Alert,43.833687389592555,14.36,663.62,5.71326771831391
2024-05-01 04:00:00,Router_Model_X,Packet Drop,38.66657163477221,75.1,847.25,5.041436982805325
2024-05-01 05:00:00,Router_Model_X,High CPU Usage,25.969201691886084,60.98,741.45,6.058668260315291
2024-05-01 06:00:00,Router_Model_X,High CPU Usage,66.42004445126156,30.12,714.0,5.71124620154829
2024-05-01 07:00:00,Router_Model_X,Memory Leak,49.40290207960813,28.99,782.97,4.807103296206471
2024-05-01 08:00:00,Router_Model_X,High CPU Usage,71.9280997680079,25.92,202.53,4.526810625571761
2024-05-01 09:00:00,Router_Model_X,Packet Drop,91.72850539893622,54.56,875.48,5.271267659516875
2024-05-01 10:00:00,Router_Model_X,Security Alert,96.17154258982191,53.93,428.61,2.94763723802041
2024-05-01 11:00:00,Router_Model_X,Memory Leak,86.92252176945203,59.38,447.8,5.057484553244287
2024-05-01 12:00:00,Router_Model_X,High CPU Usage,90.5927578068144,45.34,979.25,3.921793308845886
2024-05-01 13:00:00,Router_Model_X,Memory Leak,59.935902995294825,48.9,383.07,6.359106323706385
2024-05-01 14:00:00,Router_Model_X,High CPU Usage,50.664406824753364,66.89,430.35,4.32121191246019
2024-05-01 15:00:00,Router_Model_X,Normal,81.62,51.65,91.55,1.77
2024-05-01 16:00:00,Router_Model_X,High CPU Usage,79.85208697587214,18.6,307.03,6.231045049709537
