Traffic Volume (MB/s)_A,Latency (ms)_A,Bandwidth Used (MB/s)_A,Log Text_A,Traffic Volume (MB/s)_B,Latency (ms)_B,Bandwidth Used (MB/s)_B,Log Text_B,Month,Hour,Date,Traffic Volume (MB/s)_A_mean,Traffic Volume (MB/s)_A_std,Latency (ms)_A_mean,Latency (ms)_A_std,Bandwidth Used (MB/s)_A_mean,Bandwidth Used (MB/s)_A_std,Traffic Volume (MB/s)_B_mean,Traffic Volume (MB/s)_B_std,Latency (ms)_B_mean,Latency (ms)_B_std,Bandwidth Used (MB/s)_B_mean,Bandwidth Used (MB/s)_B_std
111.5892412,22.37906955,90.48654296,0,1.975338365,46.83047997,29.45520498,0,1,14,1,74.684446872,36.05131047626579,31.072848064000006,8.353722575408396,80.543765154,28.83192142958977,31.124301310599996,35.74484733701527,34.54515755600001,17.62325107101973,61.35746976400001,33.68964037246677
69.57057782,34.54972916,82.65487456,3,83.40634864,28.89843227,94.62557781,0,1,15,1,71.13144099799999,35.3615910763724,30.395999908,7.775953560408925,77.60468324600001,27.404039231563704,39.1826753566,42.94105730340872,37.81524133200001,13.572581080382834,61.923550672,34.34631877644868
47.70133312,34.5604139,50.74017253,0,69.75014755,51.41344415,88.50572453,1,1,16,1,73.79905097,32.261665761105,32.798703248,6.4948215712662565,81.906144784,17.981113203253734,51.373015198999994,40.755014374764244,44.431224365999995,8.991352441607143,68.51302846799999,35.94324821618603
46.07791646,32.18746793,26.04046024,0,84.60143872,27.85112503,94.23253836,0,1,17,1,75.33894491999999,30.270637737817683,32.762164982,6.498348105677514,68.116745408,28.68971082764903,50.584213417,39.88455886162656,40.083350487999994,10.921758845572123,67.24022814,34.611088334547375
59.1234423,59.06142915,48.47323923,0,-10.18238886,8.800267329,1.455341744,2,1,18,1,66.81250218,26.771462456127175,36.547621938,13.551484293821462,59.679057904000004,26.52366199815896,45.910176883000005,46.22760757277157,32.758749749799996,17.02209539024181,61.6548774848,43.388195594835
101.3706054,19.27421424,39.57113183,0,41.45759615,18.82800954,3.035234168,1,1,19,1,64.76877501999999,22.5569659170714,35.926650876,14.407165037693717,49.49597567799999,20.921103702868574,53.80662844000001,39.7672997298961,27.1582556638,15.79739841923512,56.37088332239999,49.47217088812085
98.87949704,48.75096732,98.50510159,0,23.81396668,16.77385335,93.29152437,1,1,20,1,70.630558864,27.404143587067313,38.766898508,15.43128124526465,52.666021084,27.399389723111472,41.888152047999995,37.54636612652331,24.7333398798,16.38320558728386,56.1040726344,49.217219839309514
78.08068994,36.68935947,79.42466791,0,84.90735857,29.9798429,70.88108216,0,1,21,1,76.706430228,24.23387267149693,39.192687621999994,15.315130895056813,58.402920159999994,29.793717714731386,44.919594252,40.826864821082594,20.4466196298,8.623451728053267,52.579144160400006,46.89271338935731
91.57901838,19.63133708,88.35707821,0,67.11468667,54.67316305,60.8719828,0,1,22,1,85.806650612,17.45093340017162,36.681461452,17.608627040745176,70.866243754,25.612072633952266,41.422243842,37.16230486691181,25.8110272338,17.81993903179974,45.9070330484,41.55384117914505
52.12638621,48.00953231,28.81640206,0,44.52264192,54.74102035,21.04929216,0,1,23,1,84.407239394,20.191057127665594,34.471082084,14.51971362913361,66.93487631999999,30.87627464494536,52.363249998,23.83376746074138,34.999177837999994,18.679326138311065,49.825823131599996,36.986675677325586
77.62115487,37.85600961,44.3517346,0,23.18659585,47.50968351,17.99013355,0,1,0,2,79.657349288,17.861991970022512,38.187441158,11.776508966391045,67.890996874,29.874865224227694,48.709049938,27.100608187446028,40.735512632,16.77905899945072,52.816803008,32.60168256052497
50.02834786,28.93997352,34.08932769,0,22.72034753,44.63124609,97.55377084,0,1,1,2,69.88711945200001,18.078321511744242,34.22524239799999,10.608689026145322,55.007842094,27.136144417078913,48.490326108,27.35498189716843,46.30699118,10.14835012703045,53.669252302000004,33.952314706013084
82.10673375,45.08586891,87.98943843,0,27.86272255,10.2659042,27.67043439,2,1,2,2,70.692328214,18.616158339101762,35.904544286000004,11.704253420736185,56.720796197999995,29.250703369441247,37.081398904000004,18.98459779567666,42.36420344,18.483860156448266,45.027122748000004,33.97535182012322
65.00189625,22.89629006,118.7271132,3,51.42143847,17.41815255,56.57385033,0,1,3,2,65.376903788,14.50089575621,36.557534882000006,10.609236709040069,62.794803196,38.99319105298745,33.942749264,13.191309324325653,34.91320134,19.74727925555429,44.167496254,33.525627005486875
38.53293149,14.49775411,49.58746778,0,61.6261541,44.25880936,103.6315043,2,1,4,2,62.658212844000005,18.365525729854852,29.855179242000002,12.053022869661728,66.94901634,35.410063275790726,37.3634517,17.972015160265613,32.816759142,17.550233510624402,60.683938682000004,39.15808730141144
52.55466502,47.73555189,44.39589934,0,65.20845252,13.95532317,71.21340765,0,1,5,2,57.64491487400001,16.595906145901086,31.831087698000005,14.294009317785276,66.957849288,35.40302204281406,45.767823033999996,19.449722729119983,26.105887073999998,16.93174168526786,71.328593502,31.04427702223864
59.14237648,52.76558805,102.2125045,1,2.424102082,44.72964873,15.22108029,0,1,6,2,59.46772059800001,16.041458769853858,36.59621060400001,16.834767534472793,80.58248465,32.58793272592409,41.708573944399994,26.354654996598118,26.125567602,16.95869350007866,54.86205539199999,35.21202660000832
100.2909527,25.6050591,96.64894356,0,73.87704451,34.87251212,43.34528076,1,1,7,2,63.10456438800001,23.00647624503105,32.700048642,16.63180924328081,82.314385676,33.30226782512634,50.911438336399996,28.275036218213835,31.046889185999998,14.613967851245526,57.997024665999994,32.80113928121256
35.9764001,17.2004309,122.5421547,3,57.67988447,19.82233182,73.74975014,0,1,8,2,57.299465158,25.88934791059895,31.560876809999996,17.63593079709287,83.07739397600001,34.3716450572549,52.1631275364,28.44129403800663,31.52772504,14.08336284065056,61.432204628,33.50663956738258
74.07445865,51.28864916,67.22158604,0,11.20356396,43.20240928,14.49892406,0,1,9,2,64.40777059,24.277617938729072,38.91905582,16.366315057317752,86.604217628,30.79480069385059,42.07860950839999,32.84538888324308,31.316445024,13.850622580958388,43.60568858,28.826238656878633
90.32691883,38.28362146,92.52917306,0,19.0860061,24.19485079,32.73850574,2,1,10,2,71.962221352,25.51258725301943,37.028669734,15.622343376750282,96.230872372,19.896479308316767,32.854120224400006,31.158836806624475,33.364350548,11.132137606371638,35.910708197999995,24.411339760685113
10.04971187,40.5712056,34.79480158,2,65.23597193,17.20167423,72.26528587,0,1,11,2,62.14368843,38.0472104676753,34.589793244,13.335936599414751,82.74733178800001,33.215437275114056,45.41649419400001,28.359410085294808,27.858755648,10.911028568940123,47.319549314,25.62440424836131
102.8507982,24.83022617,96.46608179,2,54.35843027,27.94687298,83.84721523,0,1,12,2,62.65565753,38.7004694746432,34.434826658,13.470267708495092,82.710759434,33.196399268522796,41.512771346,24.54987065990063,26.47362782,10.215481719491832,55.419936208,30.070062354037887
98.69803489,42.00551919,75.74568116,1,68.99095225,22.52297354,83.61883574,0,1,13,2,75.19998448800001,38.05054153632233,39.395844316,9.526606896081594,73.35146472599999,24.6576254784973,43.77498490200001,26.827557780365446,27.013756164,9.840395122473392,57.393753328,31.84552828036053
68.77240779,28.06000146,87.95027173,0,24.66763503,19.54813422,94.34953277,3,1,14,2,74.139574316,38.1634623362511,34.750114776,7.780961817381399,77.497201864,25.107807790104648,46.467799116,23.16683265376304,22.282901152,4.1560672589397205,73.36387506999999,24.01608835647648
81.79300609,46.69992894,47.03633474,0,47.01759661,52.6947785,51.10374773,0,1,15,2,72.432791768,37.44255197010276,36.433376272,9.464658075742504,68.3986342,26.502795363536812,52.054117218,17.616139472508753,27.982886694,14.38635757201788,77.036923468,16.467590997989042
69.59165628,46.55390195,104.9750525,3,21.98085372,53.36367446,82.70926029,1,1,16,2,84.34118065,15.930737244487467,37.629915542000006,10.44585907538259,82.43468438400001,22.545265209078842,43.403093575999996,19.985947020088712,35.215286739999996,16.539958661237236,79.125718352,16.373131744008578
76.07259502,22.38173885,48.26044528,0,11.67409114,49.832647,18.15734945,1,1,17,2,78.98554001400001,12.221934073368889,37.140218078,11.22430079860805,72.793557082,25.19621876540313,34.86622575,23.022119500987483,39.592441544,17.02440080850803,65.987745196,31.241541067099924
38.99928841,20.50888188,84.35065067,0,69.70424245,35.15523425,48.67686432,0,1,18,2,67.045790718,16.545637543024014,32.840890616,12.8884523834659,74.51455098400001,25.736355782591335,35.00888379,23.287124326431897,42.118893686,14.626415829383665,58.999350912,30.20247722695228
82.94217937,21.32166234,82.67707114,0,13.59879369,16.27199314,84.86221954,0,1,19,2,69.87974503400001,18.059554030739108,31.493222792,13.83115591243991,73.459910866,25.149487322372128,32.795115521999996,24.980529017770433,41.463665469999995,15.907581721806068,57.101888266,27.61344471624725
59.89695222,35.19541755,87.76607119,0,49.68752297,54.08241398,88.86658953,0,1,20,2,65.50053426,17.076540161285564,29.192320514,11.414848588427473,81.605858156,20.643796961707466,33.329100794,25.385803511844205,41.741192566,16.162568117139326,64.654456626,30.568862543150676
38.08233155,42.90866411,43.30609066,0,33.70379065,33.33290835,10.08683105,1,1,21,2,59.19866931400001,20.63301933186221,28.463272946,10.065424644414355,69.27206578799999,21.591700877073986,35.67368818,24.60502139071685,37.735039344,15.002377082104745,50.129970778,36.51940514521474
41.01085488,37.4527995,94.36610284,0,-5.614776324,36.08240612,26.44557795,0,1,22,2,52.186321285999995,19.38483974541079,31.477485076,10.045524500624662,78.49319729999999,20.17351205446821,32.2159146872,29.540666740650398,34.984991168,13.405694062390063,51.787616478,34.855526144913675
24.50204578,15.14917528,24.83920181,0,83.37010695,10.6988992,92.77380307,0,1,23,2,49.28687276000001,22.658195610340535,30.405543755999997,11.664137384798675,66.590907528,30.675728668700895,34.9490875872,34.149046337454976,30.093724158000004,17.24103643007878,60.60700422800001,39.18199051316984
96.92267682,37.24813512,91.87109664,1,50.04022791,33.95755885,84.25750348,0,1,0,3,52.08297225,28.066771353798128,33.590838311999995,10.697920962483256,68.429712628,32.12249444793536,42.237374431199996,32.29141257429789,33.6308373,15.41384501049161,60.486061015999994,39.089228155053334
99.88555773,51.51812388,119.2373013,0,9.643291002,52.52085372,9.71140837,0,1,1,3,60.080693352000004,35.549914902780706,36.855379578,13.447200420502698,74.72395865000001,39.16901593583936,34.2285280376,34.84645879688553,33.318525248,14.903225402498075,44.655024784,40.716622658088816
80.52419918,26.11885943,115.0308458,3,24.00243318,28.23715734,38.50948709,0,1,2,3,68.569066878,34.01812892180833,33.497418642,13.652471384526136,89.068909678,37.89961035497374,32.2882565436,35.151732397176055,32.299375046,15.075238529309427,50.339555992,36.44383206719675
56.99618224,52.16569439,106.3051485,1,28.87276422,42.56688806,25.79394823,0,1,3,3,71.76613234999999,31.43367164967991,36.43999762,16.086683359878098,91.45671881,38.684755948934516,39.1857646524,28.63444062133091,33.596271433999995,15.746047639344882,50.209230048,36.551646106721826
65.01733552,51.374992,37.95135633,0,22.11785493,23.01116762,37.26988572,0,1,4,3,79.869190298,18.94503557882972,43.685160964,11.644939972955004,94.07914971400001,33.077884964709156,26.935314248399997,14.734436885255366,36.058725118,11.717384966830817,39.108446578,27.765257604146164
92.11456347,28.37545262,111.7172311,1,29.39762321,18.54278655,102.6411959,0,1,5,3,78.90756762800001,17.959410229046412,41.910624463999994,13.41291799728678,98.048376606,33.92653276181788,22.8067933084,7.990885834101685,32.975770658,14.177963579651092,42.785185062,35.4048689701424
31.58861656,21.40472358,93.67925294,0,31.3895746,14.40397411,18.33281629,0,1,6,3,65.248179394,23.217850298429806,35.887944403999995,14.71776161070476,92.936766934,31.794317281871248,27.156050028,3.9122626866846666,25.352394735999997,10.913073099989198,44.50946664600001,33.55293163852005
72.20549968,33.18480703,41.26438987,0,53.18864874,23.40666866,70.76961081,1,1,7,3,63.584439494,22.12171818997482,37.301133924,13.859441138213635,78.183475748,35.836792100067434,32.993293140000006,11.817434768717561,24.386297,10.807149583108158,50.96149139,35.1733179644475
68.02803424,47.11713779,104.8006091,0,35.89980555,41.5614771,8.450821419,0,1,8,3,65.790809894,21.84880838637697,36.291422604000005,12.635640307832738,77.882567868,35.546776414466066,34.398701406,11.621104206246937,24.185214808,10.385430640848336,47.4928660278,38.93020745407362
62.6854422,15.47523045,90.28608022,0,20.91841694,48.60912591,19.47686117,2,1,9,3,65.32443123,21.894286995898028,29.111470293999997,12.110727044181099,88.349512646,27.68507744564465,34.158813808,11.94582982371494,29.304806466000002,14.962675490858224,43.9342611178,40.86353223523409
89.57270849,50.43686284,111.4265575,1,78.1744115,48.44061376,96.35346731,0,1,10,3,64.81606023399999,21.133000091848494,33.523752337999994,15.358778590761766,88.291377926,27.6239791119289,43.914171466000006,22.414728917637206,35.284371908000004,15.549185389626011,42.6767153998,38.64154159416604
91.33437378,33.60662769,91.94030692,0,36.24793131,27.19153236,75.88451176,0,1,11,3,76.765211678,12.958217572115784,35.96413316,13.84672377048972,87.943588722,27.550034423253496,44.88584280800001,21.83383426756496,37.841883558,11.873367000048434,54.1870544938,38.145667290115405
107.8500987,43.76836139,86.83310123,0,2.436556911,18.46216815,82.56583522,2,1,12,3,83.894131482,18.459640776513243,38.080844032,14.121845104799464,97.057330994,10.523802460291414,34.7354244422,27.949577801421768,36.852983456,13.474194769598574,56.546299375800004,39.75836884069913
86.78427503,49.18626434,104.5331595,0,4.369182687,42.17396992,8.509231712,0,1,13,3,87.64537964,16.196403340808377,38.494669341999995,14.478652691603255,97.00384107400001,10.475173304765624,28.429299869599998,31.01061276585895,36.97548202,13.530370041317077,56.55798143439999,39.740708848054346
53.4679268,49.65107408,75.39718102,1,31.52767173,16.60609408,77.32745199,0,1,14,3,85.80187656000001,19.85825528781707,45.329838068,7.062200033760517,94.026061234,14.285487452127155,30.551150827600004,30.729902801748132,30.574875654,14.204005944172653,68.12809959839998,34.29401921048232
99.78718971,19.811129,94.41605839,1,15.77491068,16.39274184,31.20610049,0,1,15,3,87.844772804,20.844087275801783,39.2046913,12.619769937434326,90.623961412,10.674783586376302,18.0712506636,15.402357612803138,24.165301269999997,10.994887925466161,55.0986262344,33.24923220702043
99.34598755,26.32712426,99.39969335,1,49.12156897,13.82941265,33.50490719,3,1,16,3,89.447095558,21.477705487708313,37.748790614,13.792475808803289,92.115838698,11.401274433508117,20.6459781956,19.68193917286894,21.492877328,11.678115347738432,46.622705320399994,32.004199950196714
62.78060947,26.21256895,91.40338715,0,35.40198763,38.16082933,43.22058776,0,1,17,3,80.43319771200001,21.279958387020898,34.237632126,14.107954884214184,93.029895882,11.04964936329418,27.2390643394,17.452276247156647,25.432609563999996,13.569648923819006,38.7536558284,25.03563148387825
37.77989941,9.584866445,105.574379,3,61.8292143,55.09148877,26.58481322,0,1,18,3,70.632322588,27.883814403576217,26.317352547000002,14.720569551356686,93.23813978199999,11.326971786736937,38.731070662,17.545966243961136,28.016113334,18.04539413674192,42.36877213,20.464246786231136
38.54169944,42.41471299,63.90774884,2,32.54583513,25.88135151,69.65002603,2,1,19,3,67.647077116,30.824752964913184,24.870080329,11.947490740241417,90.94025334599999,16.03723614225302,38.934703342,17.4470955806966,29.87116482,17.027239843787374,40.833286938,17.21562175060144
16.55336484,2.637263111,50.12171809,0,85.41204448,37.23733805,97.78833721,2,1,20,3,51.000312142000006,31.59378205233353,21.4353071512,15.657961065682777,82.081385286,23.929300321721303,52.862130101999995,21.63045156222605,34.04008406199999,15.37368507048999,54.149734282,29.36863425617962
99.74754439,50.01522893,52.99823851,0,31.68204227,46.02973221,48.33077007,0,1,21,3,51.080623509999995,31.747536633127197,26.1729280852,20.37979251993722,72.801094318,24.524132428536415,49.374224762,23.69220675574688,40.480147974,10.87783386550613,57.114906858000005,27.448847558265697
71.06711585,34.18880845,107.3986688,0,34.10004456,20.49780759,18.43055334,0,1,22,3,52.737924785999994,32.71261719918837,27.768175985200003,20.693431686981675,76.000150648,28.30860884919576,49.113836148000004,23.890483476936257,36.94754362599999,14.18473915229231,52.156899974,32.38161079882852
110.2405713,46.95651622,109.2081449,0,17.48908613,14.5417749,30.47836511,0,1,23,3,67.230059164,39.72770863924027,35.2425059402,19.17748728122233,76.726903828,29.2873880220159,40.245810514,26.116352070940554,28.837600851999998,12.735650426078006,52.935610352000005,31.651501446766975
76.29287577,48.25225307,105.891419,0,12.76481099,12.60246116,31.90381995,1,1,0,4,74.78029443,36.35672473290903,36.4100139562,19.88782080360236,85.12363786,30.678644393124667,36.289605686,28.921935069647887,26.181822782,14.733989038633242,45.386369136,31.166005024339785
89.32738875,45.90059509,79.11663483,0,71.6781406,46.82508663,68.64272054,0,1,1,4,89.335099212,16.19626998481117,45.062680352,6.269587647625828,90.922621208,24.53327100930593,33.54282491,23.170691076356672,28.099372498,16.984527310560942,39.557245802,19.43114577869506
72.68736363,38.44075821,117.0592198,3,90.62588401,51.69132039,55.91077162,0,1,2,4,83.92306306,16.367300132842175,42.747786208,6.118810301698384,103.73481746599998,14.418968963067616,45.331593258,34.30620034407247,29.231690134,18.59145073444989,41.07324611200001,20.55024026009673
97.4442103,31.55651071,98.9972428,0,26.35244744,28.6252856,89.3610845,0,1,3,4,89.19848195,15.410628444751596,42.22132666,7.077466120803325,102.054532266,14.374723294582104,43.782073834,35.105970880283124,30.857185736,17.982241267788133,55.259352344,25.010224154739575
68.70018373,34.41423638,116.1681629,3,66.83137027,31.18960637,68.70729925,0,1,4,4,80.890404436,12.064823061883885,39.712870692,7.20119761773064,103.446535866,15.531119607314206,53.65053066200001,32.72129821977787,34.186752029999994,15.58791052588117,62.905139172000005,21.074302572565152
21.11066641,25.29995048,68.64745762,2,81.31348526,41.67606012,83.45131165,1,1,5,4,69.853962564,29.68882106412525,35.122410173999995,7.6954299314858385,95.99774359,21.751083687969025,67.360265516,24.68069216973708,40.001471822,9.913187053872969,73.214637512,13.286643157313705
55.45786553,27.56993404,94.28380094,1,74.17529743,21.35035387,64.45177431,0,1,6,4,63.08005792,27.94775816801466,31.456277964,5.257056355194963,99.03117681199998,19.776221500093243,67.85969688200001,24.814812714437178,34.906525269999996,11.880605942386476,72.37644826600001,13.77054906491312
74.57205527,42.64287846,86.81398941,0,85.91534726,63.61561638,51.23136032,0,1,7,4,63.456996247999996,28.12189544662109,32.296702014,6.770747180297655,92.982130734,17.361525631785497,66.917589532,23.803198961175426,37.291384468000004,16.421327507265925,71.44056600600001,15.249007713678044
73.19510305,30.60974932,55.92582243,2,83.49633639,18.03319415,60.77078528,0,1,8,4,58.607174798,22.27925143844068,32.107349735999996,6.809748973299092,84.36784666,23.300478806610894,78.346367322,7.787945953727438,35.172966178,18.3846276334393,65.722506162,11.825260470244945
86.79555127,31.60386655,91.15965279,2,56.2512581,15.49532804,102.0449847,0,1,9,4,62.226248306,25.557227217429507,31.54527577,6.686607097987667,79.366144638,16.442571669513857,76.23034488799999,11.998118065256135,32.034110512,20.4576290522085,72.39004325199998,20.294582675490137
24.86496644,32.78369092,111.0133045,3,58.2214682,19.96237966,37.50577587,0,1,10,4,62.977108312,24.058485023242028,33.042023858,5.704628994128684,87.839314014,20.056869970147492,71.611941476,13.85327056667098,27.69137442,20.202234130456844,63.200936096,24.082370857503026
21.80316667,25.17173049,77.69333932,1,42.78478303,46.79579557,37.79434124,0,1,11,4,56.24616854,30.526502885635917,32.562383147999995,6.344656068521234,84.52122169,20.096472572298495,65.33383859599999,18.6749418542477,32.78046276,21.3763731760477,57.86944948200001,26.559598372510564
80.05960409,42.84590696,50.81388258,0,24.53609817,32.35385602,6.214169855,0,1,12,4,57.343678304,31.435205039691517,32.602988848,6.4254352898003715,77.321200324,24.935913995184556,53.057988778,21.693250645354208,26.528110688000005,13.054817913580873,48.866011389,35.49839172760066
108.8590273,47.42291173,94.37103582,0,14.50638366,43.52247446,17.30278521,0,1,13,4,64.476463154,39.054029499750136,35.96562133,9.003686731293573,85.01024300200001,22.497372267634017,39.259998232,19.3015480631501,31.625966749999996,13.860169496710142,40.172411374999996,37.13880538062083
21.09146743,32.52359762,23.63560361,2,75.29545185,27.96512047,34.5368426,0,1,14,4,51.33564638599999,40.686544808020976,36.149567544,8.901108644885374,71.505433166,34.791014328482554,43.06883698200001,24.6349029477081,34.119925236,11.073869463221959,26.670782955,14.223553669881724
62.76183196,37.04144042,48.75965419,0,16.50389164,29.74460873,69.6916139,0,1,15,4,58.91501949,37.96118428862605,37.001117444,8.6999937650871,59.05470310400001,27.491152579129487,34.72532167,25.276157848646793,36.07637105,8.516032471601537,33.107950560999996,24.16323191230589
98.35187502,40.16393008,109.742378,3,5.481385895,23.88455769,1.83974336,0,1,16,4,74.22476116,34.533465851005275,39.999557362000004,5.654099052986151,65.46451084,35.49460286727999,27.264642243000004,27.692421332358794,31.494123474,7.3966296878341025,25.917030984999997,27.534700870072403
78.98648753,32.23604979,68.75006289,0,50.08305558,45.89084884,32.47142526,3,1,17,4,74.010137848,34.49144598630544,37.877585928,6.275585119270178,69.05174690199999,34.53722615476547,32.374033725000004,29.369143777414276,34.20152203799999,9.857954266066375,31.168482065999996,25.24632479857647
83.77119933,33.5627049,109.2171634,3,16.02675347,21.79503312,17.08698819,0,1,18,4,68.99257225400001,29.637783265926412,35.105544562,3.4137868014205153,72.020972418,37.74716132433666,32.678107687,29.144917107842808,29.85603377,9.504492635460164,31.125322661999995,25.276121489201216
96.13026684,40.43983786,94.30725489,0,3.465107983,39.93106716,65.62767868,0,1,19,4,84.000332136,14.399367419928916,36.68879261,3.737332751191606,86.15530267400001,26.7209223502352,18.3120389136,18.727963324131995,32.249223108,10.375879356637434,37.343489878,29.753047554083427
67.92679976,26.73096918,56.64179301,0,73.65045906,14.25029744,35.07116603,1,1,20,4,85.03332569599999,12.563004250753501,34.626698362,5.7802108075636545,87.731730438,24.06355059868439,29.741352397600004,30.85802875767859,29.150360850000006,13.231675869323963,30.419400304,23.76984750059317
90.16755189,29.68183714,91.53340604,0,14.88482573,29.56464101,17.829301,0,1,21,4,83.39646107,10.803890464942326,32.530279774,5.134666757564615,84.089936046,21.094363399839946,31.622040364599997,29.254731365245085,30.286377514,12.90638660770391,33.617311832,19.68884976039165
87.72327553,47.9925991,107.2428264,0,45.98542033,17.6019311,22.02755548,0,1,22,4,85.14381867,10.61724258635761,35.681589636,8.584902289324173,91.788488748,21.120456456672787,30.802513314600002,28.659626250744417,24.628593966,10.291286886921135,31.528537876,20.382576705458593
86.0681443,20.39670183,93.22844281,0,71.31227191,14.03843514,61.89112894,0,1,23,4,85.603207664,10.592668022374648,33.048389021999995,11.059742137801818,88.59074463,18.917463189519037,41.859617002600004,32.003579721516346,23.07727437,11.354864349728194,40.489366026000006,22.212857232540646
63.08081622,17.1936725,91.60123378,0,22.75756352,14.31321927,23.34112869,2,1,0,5,78.99331753999999,12.518030671135437,28.39915595,12.020121296164092,88.049540408,18.751011302242212,45.718108109999996,26.98715813230596,17.953704792,6.656487096950199,32.032056028,17.875548413706856
90.01544333,18.3244604,104.7343304,2,19.05317591,48.84454112,34.15891872,0,1,1,5,83.41104625400001,11.491759805801887,26.717854194,12.869693365130468,97.66804788600001,7.677221003822198,34.798651480000004,23.705782682695407,24.872553528000005,14.819003726277037,31.849606566,17.84139737127221
49.07347678,36.28266115,97.67581239,0,37.89814814,17.97573599,89.89901503,0,1,2,5,75.192231232,18.19282743885753,28.038018996000005,13.569286927922024,98.896529156,6.90252287068356,39.401315962,20.94624281506944,22.554772524,14.807948448880909,46.26354937200001,29.187402930980593
103.5733902,45.87030881,103.5244925,1,37.68993333,17.6297497,118.4167436,3,1,3,5,78.362254166,21.92107300657411,27.613560938,12.80045566178829,98.152862376,5.907018146896676,37.742218562,20.620352394796466,22.560336244000002,14.805627358622694,65.541386996,39.26876264763614
102.8554228,55.01451947,94.7613938,0,18.94609479,29.53484947,30.4229175,1,1,4,5,81.719709866,24.52705541910391,34.537124466,16.69174552027166,98.459452574,5.620356235228999,27.268983138,9.73008501214772,25.65961911,14.184671928048546,59.247744708000006,42.397157124992226
64.53861569,32.0537619,112.0773127,3,25.2359,43.41991897,44.32559325,0,1,5,5,82.01126975999999,24.257279294089813,37.509142346000004,13.925379583660364,102.554668358,6.725150642194203,27.764650433999996,9.503292943885448,31.480959050000003,14.335856611380443,63.44463762,38.84389176184118
96.74991961,45.87148944,101.9855459,1,10.86684828,36.32263177,28.22699551,0,1,6,5,83.358165016,24.988761302408307,43.018548153999994,9.024603204038007,102.004911458,6.613856952455898,26.127384908,11.805645305843063,28.976577180000003,11.320946391537731,62.258252977999994,40.034307632725756
